docId,filename,0 app healthkit health,1 data read store,2 work code result,3 fhir resourc patient,4 class java creat,5 api request access,6 time queri step,7 file dicom imag,8 error code follow,9 hl7 messag segment,10 server send applic,11 valu type cda,12 patient medic inform,13 imag dicom pixel,14 exampl find question,15 project researchkit creat,16 messag hl7 xml,17 studi store seri,18 imag dicom slice,19 fit googl api
18,10443480.txt,0.001712152850058361,0.0026493025889455977,0.1221278735642484,0.0014615725331861885,0.001286712307247057,8.742579690534658E-4,0.016575125506888545,0.15116846486636415,0.12232164700072364,8.958634040298619E-4,0.0012621931650974195,0.0013409714677161965,0.0010793625704047644,0.0010608613988684684,0.003478353058217669,0.0012214230095992866,9.294064847761227E-4,0.13486735212321588,0.43239212076816086,0.001294983363198142
19,10456809.txt,0.001849690412633675,0.0028621215674588924,0.06767427731871435,0.0015789809314694396,0.0013900741504775762,9.44487277214568E-4,0.001840570614429312,0.0026514776441142235,0.03575154088744816,9.678282808727739E-4,0.19415603972845943,0.0014486919595790816,0.0011660679700210644,0.0011460805958727741,0.01982380768016484,0.0013195401511897492,0.6597116182374744,0.001106931290610191,0.0012111636798765482,0.0013990096219190173
20,10474374.txt,0.020944131104828345,0.0033459231144247867,0.041550112756724336,0.0018458855332724989,0.0016250467079135075,0.0011041396172833048,0.002151693286745242,0.15335388435360922,0.17326727304476128,0.0011314260905560677,0.0015940803831129154,0.0016935730362915853,0.001363175421422733,0.0013398094617375208,0.15464717971799313,0.0015425899243676244,0.0011737891523166343,0.0012940425149798932,0.4333967521820611,0.0016354925955984058
21,10477777.txt,0.004748999325626749,0.007348372084802466,0.008755349189373528,0.004053964559425401,0.12731550561933624,0.002424929821725437,0.004725584642160501,0.00680755301417385,0.13303936964658206,0.002484856828901975,0.16849634718332884,0.0037194533161287895,0.0029938285701444573,0.2916844641170115,0.009647909838893406,0.1271344126576364,0.0025778952908815855,0.044090848051703914,0.0031096098350683653,0.04484074640709454
22,1050644.txt,0.0013196512421134188,0.002041964566491352,0.01389515968985495,0.0011265150823375758,9.917405998204675E-4,6.738391462827837E-4,0.03569981836362449,0.03627835543212696,0.02550673616370925,0.08092606336513636,9.728423359229295E-4,0.41367364423086633,8.319246477771116E-4,8.176647678851999E-4,0.17461432773499277,9.414185139537435E-4,0.12680081499988805,0.023714182976032727,8.640979288398824E-4,0.05830923821234372
23,10511539.txt,0.03354471959054884,0.005358926187157059,0.18687357135678995,0.002956423081003444,0.0326841518035913,0.0017684216005526162,0.0034462135281466046,0.09520881612861232,0.21734696069029585,0.0018121243968141818,0.0025531247483448977,0.0027124750281676217,0.06234616176248889,0.15255302968344647,0.0070359034749893105,0.0024706561564728138,0.001879974288540065,0.0020725755146386573,0.1526748887432342,0.032700882236165005
24,10538680.txt,0.007552956142260406,0.011687079375653277,0.013924779496317602,0.006447551246088478,0.005676176413812851,0.0038566837634019667,0.007515716701869005,0.07643039762024073,0.014779587679583891,0.5287796231781943,0.0055680131705044345,0.005915534167021223,0.004761478016163546,0.004679862325608046,0.14655124310704618,0.0709916142435313,0.00409996480022633,0.004520001527482789,0.004945620138767512,0.07131611688622606
25,10617698.txt,0.0029337760117839557,0.08098614342630109,0.005408767545610511,0.0025044063310105695,0.002204783119065526,0.0014980421039118036,0.0029193111883618703,0.004205482958095604,0.005740798567042173,0.0015350630432839796,0.0021627695388728024,0.002297756257181362,0.30763572983323334,0.0018177873101235065,0.31174640298102124,0.002092909827344683,0.0015925391533470256,0.2565775602627963,0.0019210149580147686,0.002218955583597877
26,10638036.txt,0.0024896787925774524,0.0038524086623420123,0.02621486897091535,0.002125304489936937,0.08837042783054681,0.0012712775759010392,0.0024774035663953265,0.5441900787540316,0.13462087841004813,0.001302694510004388,0.001835382603353516,0.023574783702932908,0.0015695246490095966,0.023167469544051692,0.13480703613900066,0.0017760978312548526,0.0013514702351207712,0.0014899268224830115,0.001630223364695517,0.0018830635453984971
27,10652139.txt,0.002386464911353205,0.003692700489830895,0.0043997339638129195,0.0020371963669759763,0.0017934694160902502,0.0012185745954550117,0.0023746985756114606,0.0034209283443851785,0.004669822879580418,0.08416210067400248,0.29195623424138134,0.001869097934055028,0.31242975077879304,0.08439208126546224,0.19140343919316846,0.001702466666004013,0.0012954427311946714,0.0014281593645494605,0.001562639674287614,0.0018049979340064106
28,10686460.txt,0.004076410362109442,0.0063076404221580375,0.07832910733652489,0.00347981164126301,0.0030634924809060495,0.03748837128093308,0.004056311842029166,0.005843416211461621,0.04338357812042681,0.0021329327361733425,0.003005115633812398,0.32185458054396904,0.0025698200755388673,0.46281518832997853,0.008281500363189103,0.002908047264985551,0.0022127943921735477,0.0024394926590778675,0.0026692035278647252,0.0030831847754248715
29,10687837.txt,0.0016870638249109732,0.03191747328631664,0.0031103042723440093,0.001440155385740159,0.08918883420119045,0.08878242376104178,0.06029273033343687,0.10499282998890991,0.003301238250519452,0.3086061544202277,0.0012436976224483444,0.0013213215475152552,0.0010635461351658714,0.0010453160704749218,0.13530884811679086,0.16239198222646822,9.15787430456353E-4,0.0010096088103692378,0.00110467698616463,0.0012760073295083813
30,10702430.txt,0.002544707709625896,0.026040375676340582,0.02679429144675324,0.002172279708116929,0.0019123915999733913,0.0012993763926955467,0.002532161166354457,0.003647764813394445,0.004979471614153105,0.0013314877295731989,0.001875949730861373,0.1346099424885583,0.0016042155665582103,0.001576717978452149,0.20409510529429264,0.0018153545982391838,0.5760546076313006,0.0015228584037645426,0.0016662558949053245,0.0019246845560869506
31,10711302.txt,0.003684988540421537,0.16573730941462772,0.006793717837804177,0.0031456759456974866,0.002769332251418523,0.0018816255787118626,0.035673887145561245,0.48538833298220163,0.07122490205540681,0.0019281259716505703,0.002716560819335633,0.002886111769400727,0.0023230628636724316,0.002283243635445641,0.07150043522858004,0.13065708203660892,0.0020003192154700064,0.002205249642357537,0.00241290339747453,0.002787133668152954
32,10727972.txt,0.0011044420711189898,0.0017089602942028457,0.1267446652606453,9.428026216162648E-4,8.300072073014939E-4,5.639492303510044E-4,0.07784268528853158,0.0015831857270761412,0.17483446621956794,0.249994874021357,8.141908786735425E-4,8.650076452376696E-4,0.010289215170921042,6.843197209271019E-4,0.16532408624920555,0.01038085274036043,0.17327282272667757,6.609438416492761E-4,7.231805462852184E-4,8.353425382940778E-4
33,10736107.txt,0.003937013021434352,0.3138568531874485,0.00725835516121475,0.0033608156507339134,0.002958732982454708,0.002010314095577928,0.003917601792377751,0.005643594160201318,0.007703927846261595,0.002059994752788483,0.0029023523959234103,0.003083499308832529,0.002481942248548406,0.4469887133811083,0.007998305339901268,0.0028086033868459895,0.0021371254515298666,0.036552172574320745,0.13936233138521595,0.0029777518772802036
34,10764489.txt,0.001976722827813267,0.15758342758420354,0.1753384833407183,0.0016874216520771043,0.0014855411948044464,0.0010093524563339912,0.00196697670317939,0.0028335749327339653,0.00386804157228402,0.18989787026032792,0.0186266490380578,0.001548184738056835,0.08709322979094487,0.0012247907330339908,0.02118526046732691,0.2761208158776299,0.0010730227822311673,0.001182952744970145,0.05280259096972844,0.0014950903335440588
35,10783437.txt,0.0441756546802266,0.007057267897608928,0.008408507905351002,0.003893367621169699,0.24111628695560736,0.041943652692246765,0.004538381618089982,0.4819153046148256,0.00892468565656452,0.0023864197575177125,0.003362256671544867,0.0035721079691729287,0.002875228692178136,0.12167030272176649,0.00926570995579602,0.003253652274758311,0.0024757725207412234,0.002729412597599008,0.0029864233070754863,0.0034496038901593194
36,10784512.txt,0.0013349527705060597,0.0020656414121561924,0.0024611453604617343,0.001139577171749564,0.012598370481104558,0.1282280881145967,0.0013283708583135022,0.24541135705097522,0.0026122290594809473,6.984979951783444E-4,0.035769514128545725,0.001045545423083164,8.415709226505492E-4,0.19794436453057923,0.03749743742061889,0.26764033633501133,7.24651284338248E-4,0.035584282542392806,0.012469247776694085,0.012604819361563175
37,10804130.txt,0.002386464911353205,0.08660611207686907,0.0873131455508511,0.0020371963669759763,0.0017934694160902502,0.04267528038897409,0.0023746985756114606,0.2521611631054997,0.06685488156985904,0.0012486890869643037,0.001759293686747746,0.001869097934055028,0.0015044573273999295,0.0014786696784240847,0.19140343919316846,0.001702466666004013,0.0012954427311946714,0.25016839412566394,0.001562639674287614,0.0018049979340064106
38,10855951.txt,0.0010538923305900326,0.1755547703474718,0.1758670050474899,8.996510348205567E-4,7.920182080923769E-4,0.02799982624235949,0.0010486961716444814,0.06558799771436888,0.002062251363760054,0.07378260629923475,0.009930822009840084,0.028287105369808146,0.03727997180701625,6.529987623759074E-4,0.002141052775174268,0.028213518947229704,5.720834832432223E-4,0.36678654179380504,6.900809479212506E-4,7.971093437537943E-4
39,10917919.txt,0.0030104898769734933,0.004658286568742111,0.005550198746448233,0.0025698928197149824,0.028410942797136796,0.0015372136696844274,0.0029956468200020383,0.004315450062403634,0.00589091188366329,0.08002072631924648,0.00221932273522273,0.00235783915479993,0.8125015950382807,0.001865319735943319,0.03226451947665738,0.0021476362964765743,0.0016341816759623208,0.0018016017286602846,0.0019712466327998584,0.002276977961181566
40,10985103.txt,0.001976722827813267,0.07173634858659092,0.22684673073928588,0.0016874216520771043,0.0014855411948044464,0.0010093524563339912,0.00196697670317939,0.0028335749327339653,0.00386804157228402,0.13838962286176035,0.0186266490380578,0.08739526373566944,0.0012461507933322516,0.0012247907330339908,0.3989124080568225,0.0014101630852695157,0.03541185438127621,0.001182952744970145,0.0012943435711608691,0.0014950903335440588
41,11007489.txt,0.05835953518811306,0.004915344413069547,0.0610393926031039,0.0027117070036729424,0.0023872826671610223,0.0016220416050998412,0.003160955351916596,0.33565109536422133,0.06139890728532786,0.001662126929647624,0.2506649210712135,0.0024879515988197403,0.002002579396650561,0.19510846545752691,0.006453510951422951,0.0022661491334660558,0.001724360588887316,0.0019010193685739774,0.0020800257734962368,0.0024026282486091315
42,11011848.txt,0.0013349527705060597,0.10642181608844456,0.0024611453604617343,0.001139577171749564,0.024193501000692154,6.816523991331401E-4,0.0013283708583135022,0.12946005185509923,0.0026122290594809473,6.984979951783444E-4,9.841225697829364E-4,0.001045545423083164,8.415709226505492E-4,0.44144210544191875,0.02590230690103129,9.523343844965933E-4,7.24651284338248E-4,0.13994045721868117,0.11682542245298244,0.0010096888419755797
43,11023005.txt,0.004748999325626749,0.04859722240720095,0.008755349189373528,0.004053964559425401,0.003568954652140797,0.002424929821725437,0.004725584642160501,0.25430065494856474,0.5042790225481684,0.002484856828901975,0.003500945893734907,0.12746600428332425,0.0029938285701444573,0.002942511860222104,0.009647909838893406,0.0033878616904409477,0.0025778952908815855,0.0028419977293054387,0.0031096098350683653,0.0035918960846960646
44,11030487.txt,0.002860874669254938,0.0044267792257260425,0.030123345557796832,0.0024421743872508877,0.00214999650661809,0.10085673876810587,0.0525447300234605,0.4762316080390069,0.05529610631765165,0.0014969182918535412,0.0021090269210548803,0.05193862009856425,0.05150149191369192,0.05147057789045041,0.005812058283605449,0.026889883522884416,0.026401946549943028,0.0017120657966774814,0.051571240436545505,0.0021638167998574713
45,11037103.txt,0.004953317998339497,0.007664524926278834,0.00913203514000237,0.3053930281227543,0.0037225036479392242,0.04555277994588071,0.004928895932744977,0.0931474801245364,0.009692628459962207,0.21770936964308577,0.003651568913280748,0.0038794772943735473,0.0031226336168161985,0.0030691090813414726,0.2682041235202199,0.0035336194293797527,0.0026888054233347746,0.002964270478591984,0.0032433961994351,0.003746432101702208
46,11126918.txt,0.0019433565314776098,0.0030070559938106425,0.1048604278558552,0.0016589386447003478,0.0014604658493755152,9.923149877059693E-4,0.0019337749175571638,0.002785745313141075,0.08820076496242088,0.00101683795198183,0.0014326357201664894,0.0015220519944948601,0.0012251162628132539,0.0012041167518503026,0.2740217048711382,0.001386360092395316,0.5074429969585693,0.0011629849724102373,0.0012724955656904808,0.001469853802445365
47,11132905.txt,8.576266880339603E-4,0.0013270500965376787,0.11331872412193876,7.321096424978353E-4,6.445212029283567E-4,0.03768378277125545,0.030650087960435547,0.008678555461140105,0.001678199713252359,4.4874285850283227E-4,0.3730908613591673,6.716999119361799E-4,5.40658590389583E-4,0.21655739197108934,0.06878487793917176,0.119798576455119,0.02281306208603021,5.132393021897486E-4,5.615676484804617E-4,6.486642199035237E-4
48,11144140.txt,0.003176617492079264,0.06009826210910334,0.0058564749070701165,0.0027117070036729424,0.0023872826671610223,0.0016220416050998412,0.003160955351916596,0.11491942458008617,0.006215989589294068,0.69144859813007,0.05752470913509525,0.0024879515988197403,0.002002579396650561,0.0019682535214086668,0.006453510951422951,0.02985760798148295,0.001724360588887316,0.0019010193685739774,0.0020800257734962368,0.0024026282486091315
49,11148553.txt,0.003684988540421537,0.005701973208782653,0.13482198680248023,0.0031456759456974866,0.002769332251418523,0.0018816255787118626,0.0036668199043922334,0.005282324364666454,0.10323196929657581,0.0019281259716505703,0.002716560819335633,0.002886111769400727,0.0023230628636724316,0.002283243635445641,0.007486300746242025,0.0026288130719328805,0.7061557985211883,0.002205249642357537,0.00241290339747453,0.002787133668152954
50,11149486.txt,0.0034632890870517907,0.09560321769764821,0.0063849883358076285,0.06311928408799754,0.0026027213000942447,0.0017684216005526162,0.0034462135281466046,0.004964524618121168,0.0669398081728106,0.27254499892828765,0.032634555251841946,0.0027124750281676217,0.2428347447834712,0.002145877165961221,0.1273616254889775,0.0024706561564728138,0.062042835295534164,0.0020725755146386573,0.002267736225748966,0.0026194517326679546
51,1116248.txt,0.21789621385840166,0.0047833644107745914,0.032549836286673565,0.0026388960129280427,0.0023231826681756286,0.028429100107416793,0.0030760817683909035,0.004431322534661202,0.006049086468918799,0.0016174978055101335,0.43188869388313156,0.002421148577479286,0.13620186547058036,0.0019154047111438436,0.0868320641702323,0.029055912954896367,0.0016780604529551203,0.0018499758364137419,0.002024175809935257,0.002338116211380933
52,11177329.txt,0.0034632890870517907,0.005358926187157059,0.0063849883358076285,0.002956423081003444,0.0026027213000942447,0.0017684216005526162,0.0034462135281466046,0.2756973991495946,0.0067769471658165005,0.0018121243968141818,0.0025531247483448977,0.0027124750281676217,0.002183300755494798,0.002145877165961221,0.18752448649597162,0.0024706561564728138,0.001879974288540065,0.0020725755146386573,0.4835706242817018,0.0026194517326679546
53,11340619.txt,0.03569205578159055,0.3577797128616418,0.038800785078973186,0.0031456759456974866,0.002769332251418523,0.0018816255787118626,0.0036668199043922334,0.005282324364666454,0.07122490205540681,0.0019281259716505703,0.03472362806050464,0.002886111769400727,0.41841493699886956,0.002283243635445641,0.007486300746242025,0.0026288130719328805,0.0020003192154700064,0.002205249642357537,0.00241290339747453,0.002787133668152954
54,11347725.txt,0.002860874669254938,0.05412473996724042,0.005274365187039647,0.0024421743872508877,0.00214999650661809,0.0014608172850771315,0.15194065150648928,0.32713772581446376,0.25408794928370915,0.0014969182918535412,0.0021090269210548803,0.17618352195235018,0.0018035311721775508,0.001772617148936036,0.005812058283605449,0.0020409031521272302,0.001552966179185843,0.0017120657966774814,0.0018732796950311288,0.0021638167998574713
55,11365040.txt,0.002338001981213293,0.023925124953456132,0.08554004138619463,0.001995826177645157,0.0017570486907711562,0.0011938284970695462,0.0023264745893187186,0.04396628545738394,0.004574990854645871,0.0012233314411425984,0.0017235669821015424,0.08306079602911591,0.001473905690118609,0.10298571002157132,0.004749807437574877,0.0016678939711751175,0.001269135639779468,0.0013991571415611595,0.631060729963856,0.0017683430943051066
56,1143335.txt,0.0020470149287317163,0.003167451988947347,0.0037739172545663497,0.0017474262270184453,0.001538366917315692,0.0010452449465327316,0.0909367162875607,0.0029343366239175817,0.021785547622923077,0.0010710759626928353,0.16152868163118708,0.001603238059805682,0.1613100931116212,0.001268344190604796,0.21751815350501874,0.14369997885617833,0.1789107674936777,0.0012250184471319322,0.0013403703219258384,0.0015482556226422456
57,11436102.txt,7.92674249167724E-4,0.0287665804501357,0.029001424560124042,6.766632490247817E-4,0.386156192994229,0.12433491040723547,0.13160393045203525,0.0011362755823233505,0.22875638670492976,4.147572753927936E-4,0.0625494346103201,6.208286551583551E-4,4.997117605745174E-4,4.911462856779526E-4,0.001610370767229669,5.654813862076007E-4,4.3028669284194744E-4,4.743690747768752E-4,5.190372691602943E-4,5.995375734548417E-4
58,11510846.txt,0.004953317998339497,0.09371156713586408,0.052155556244794996,0.00422838038920592,0.0037225036479392242,0.0025292588410880824,0.004928895932744977,0.6954767755916332,0.009692628459962207,0.002591764119122627,0.003651568913280748,0.0038794772943735473,0.0031226336168161985,0.0030691090813414726,0.09611003910104941,0.0035336194293797527,0.0026888054233347746,0.002964270478591984,0.0032433961994351,0.003746432101702208
59,11685776.txt,0.1877587528575903,0.0432457144054181,0.007791213402913586,0.003607543494515023,0.18670865426332073,0.0021578974544022656,0.004205205024294175,0.00605790781588132,0.008269496953194995,0.0022112253219049153,0.0031154230379810146,0.0033098685045373443,0.0026641492848789652,0.5165100759368156,0.008585485606687348,0.0030147916249665505,0.0022940184231602947,0.0025290379995910684,0.002767180760102855,0.003196357827843442
60,11686574.txt,0.0038068341366079245,0.07202129822624437,0.6352608315718153,0.0032496889587118613,0.0028609013120847685,0.001943842268919392,0.0037880647474786856,0.005456986498456709,0.007449194440415704,0.0019918802156492087,0.002806384971833721,0.0029815421907835172,0.002399875851419266,0.2338164945880013,0.007733838226386294,0.0027157358106330637,0.002066460557484641,0.0022781670895803538,0.0024926869978251056,0.002879291339668644
61,11691439.txt,0.0011151395615271826,0.0017255130739576906,0.0020558933759728094,9.519344921464599E-4,8.380465552863481E-4,5.694115734110396E-4,0.010795518746693484,0.001598520269803788,0.002182099646037571,5.834833750526752E-4,8.220770316396494E-4,8.73386003170529E-4,7.029979265279931E-4,6.909479577918366E-4,0.17661127238695984,7.955230862228992E-4,0.7948472705272058,6.673456626150726E-4,7.301851843369359E-4,8.434335636403891E-4
62,11700938.txt,0.004560868733882713,0.007057267897608928,0.12725286574438266,0.003893367621169699,0.1618867150629196,0.002328866745902878,0.004538381618089982,0.40268573272213787,0.00892468565656452,0.0023864197575177125,0.003362256671544867,0.08280167986186071,0.002875228692178136,0.0028259448827348274,0.04888049590213991,0.003253652274758311,0.081705344413429,0.04234419854394289,0.0029864233070754863,0.0034496038901593194
63,11723466.txt,0.002386464911353205,0.003692700489830895,0.21168326293140835,0.0020371963669759763,0.0017934694160902502,0.0012185745954550117,0.023103051472371003,0.02414928124114472,0.004669822879580418,0.0012486890869643037,0.001759293686747746,0.001869097934055028,0.0015044573273999295,0.47823078630389354,0.025576616019092124,0.022430819562763556,0.0012954427311946714,0.18798333543538534,0.001562639674287614,0.0018049979340064106
64,11741558.txt,0.0016390288199979253,0.17337143907905295,0.00302174598616832,0.0013991504930928808,0.0012317583412906536,8.369194417090981E-4,0.0016309476773443106,0.14471223791869348,0.0032072435875782255,8.57602134024622E-4,0.20051611897714836,0.0012837001569730446,0.001033264267299585,0.3426861234207304,0.0033297966991395365,0.11505944752649985,8.897126293304383E-4,9.808626755459734E-4,0.0010732240181890117,0.0012396761501914076
65,11766434.txt,0.005176008091711839,0.008009104816376714,0.009542591005522889,0.004418478909834256,0.13876314610743787,0.00264296865896643,0.005150488064696426,0.007419657715253708,0.010128387346731839,0.0027082840344359554,0.003815735280658459,0.0040538899125841165,0.003263020236841306,0.003207089358021256,0.2802619807645129,0.0036924830518919134,0.49734507385752763,0.003097537446285117,0.0033892120349493606,0.003914863305759949
66,11767176.txt,0.018822959410637028,0.0030070559938106425,0.003582810580898687,0.035418144403019186,0.0014604658493755152,9.923149877059693E-4,0.0019337749175571638,0.002785745313141075,0.0038027505666237862,0.00101683795198183,0.3221450904241954,0.0015220519944948601,0.0012251162628132539,0.0012041167518503026,0.00394805880458746,0.001386360092395316,0.5918410113543665,0.0011629849724102373,0.0012724955656904808,0.001469853802445365
67,11780889.txt,0.0016160226787461955,0.0025005554068675355,0.11527090783988478,0.0013795113912761336,0.0012144688305499181,8.251720662771624E-4,0.0016080549666235733,0.0023165217140181603,0.04527156644449532,8.455644470770671E-4,0.001191326334962643,0.0012656815676865994,0.0010187609081189395,0.0010012984994414614,0.017319505237979496,0.0011528452519806267,0.8009547062978549,9.67094848533518E-4,0.0010581597660807194,0.0012222755015452538
