Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,AboutMe,Views,UpVotes,DownVotes,AccountId,DiscussionCount
"20646957","1","20660807","","2013-12-17 23:41:29","","0","624","9266","","","","","2013-12-19 20:09:38","BizTalk + BTAHL7 MLLP - Return original nack to sender","<biztalk><biztalk-2010><btahl7>","1","0","","","","9266","24665","2008-09-15 18:14:08","Jeremy","2019-10-10 21:59:47","http://nowebsite","Kelowna, Canada","Software Developer","2530","537","30","5669","1"
"31163748","1","31166023","","2015-07-01 14:09:52","","2","381","5069986","","5069986","","2015-07-01 14:24:31","2015-07-01 15:46:40","Swift ResearchKit Conditional ORKOrderedTask","<ios><xcode><swift><researchkit>","1","1","","","","5069986","42","2015-07-01 14:05:28","Ayaan","2019-03-07 17:23:24","https://www.youtube.com/channel/UC3Yr2qr61GgSPeoo4PlGoXA","United States","<p>I am an app developer, web designer, and game UI designer.</p>
","6","4","0","6557821","1"
"49123527","1","","","2018-03-06 04:43:41","","0","461","1497597","","1497597","","2018-03-07 02:38:01","2018-03-07 02:38:01","Is Google Fit API only read data at local?","<android><google-fit>","0","2","","","","1497597","1013","2012-07-03 03:12:37","D T","2019-10-11 05:56:38","","","","488","258","33","1621057","0"
"10193971","1","10197843","","2012-04-17 15:15:16","","12","14115","117039","","1233251","","2019-09-20 09:03:51","2019-09-20 09:03:51","rescale slope and rescale intercept","<dicom>","2","0","4","","","117039","12747","2009-06-04 03:26:15","5YrsLaterDBA","2016-11-22 00:14:51","","","","1172","218","1","40389","2"
"48997911","1","","","2018-02-26 22:09:03","","0","2330","1441806","","1441806","","2018-02-27 17:44:31","2018-02-27 17:46:52","Swagger UI 3.x setting custom content type for body parameter","<swagger><swagger-ui><swagger-2.0><hl7-fhir>","1","3","","","","1441806","88","2012-06-07 09:20:57","Jonny Rylands","2019-05-02 08:30:28","http://www.vitalsignssoftware.com","Leeds, United Kingdom","","20","2","0","1548956","0"
"21257932","1","","","2014-01-21 12:17:53","","0","550","2084352","","","","","2014-01-21 12:17:53","Getting the standard deviation of a ROI of a DICOM image using Python","<python><matlab><dicom><standard-deviation><roi>","0","2","","","","2084352","15","2013-02-18 18:16:11","Foodaaaay","2014-11-02 10:44:05","","","","5","0","0","2382646","0"
"21967830","1","","","2014-02-23 11:52:54","","-1","670","3342577","","","","","2014-02-23 12:02:35","Parsing HL7 In PHP","<php><hl7>","1","2","","2014-02-23 18:37:41","","3342577","28","2014-02-23 05:50:01","Legless","2015-06-28 10:07:02","","Melbourne, Australia","","10","0","0","4068597","1"
"49185479","1","49187542","","2018-03-09 01:58:57","","0","155","1328988","","","","","2018-03-09 06:04:53","Camel HL7 - ClosedChannelException while sending ACK back to the client","<apache-camel><netty><hl7><spring-camel>","1","0","0","","","1328988","62","2012-04-12 11:41:09","Chidambaram Palaniappan","2019-10-10 01:15:37","","Christchurch, Canterbury, New Zealand","","23","6","0","1400040","0"
"29999534","1","30000668","","2015-05-02 07:13:29","","0","1654","4723522","","4723522","","2015-05-02 07:36:35","2015-05-03 14:28:11","Assign the Window centre and window width for dicom image","<matlab><image-processing><dicom><imshow>","2","2","","","","4723522","324","2015-03-28 09:36:05","Karthick Rajan","2018-09-12 06:28:41","","Mumbai, India","","78","98","23","6014036","2"
"19479128","1","","","2013-10-20 15:22:01","","0","2363","2577865","","136285","","2013-12-31 12:19:29","2013-12-31 12:19:29","Visualisation of 3D DICOM Images in C#","<c#><.net><3d><vtk><dicom>","2","0","1","","","2577865","371","2013-07-12 20:36:03","Matimont","2014-09-12 21:15:34","","Argentina","","129","63","0","3040776","2"
"30459840","1","","","2015-05-26 13:21:39","","0","921","1368548","","1368548","","2015-05-26 13:32:55","2015-05-26 15:35:42","Read private dicom TAGS from various vendors - dcm4che2","<dicom><medical><dcm4che>","1","0","","","","1368548","261","2012-05-01 20:13:57","thanili","2019-10-09 19:51:36","","","","132","115","0","1451863","1"
"39330429","1","39336372","","2016-09-05 12:16:04","","0","106","217408","","","","","2016-09-05 19:04:59","What does `""path"": ""Extension""` mean in an extensions element","<hl7-fhir>","1","0","","","","217408","372813","2009-11-23 22:46:16","Günter Zöchbauer","2019-10-12 15:28:00","","Linz, Austria","<p>Google+ Profil: <a href=""https://twitter.com/gzoechi"" rel=""nofollow noreferrer"">https://twitter.com/gzoechi</a></p>

<ul>
<li><p>I'm an enthusiastic and experienced </p>

<ul>
<li>software engineer</li>
<li>sortware architect</li>
<li>developer</li>
<li>consultant</li>
<li><strong>looking for clients/projects</strong> 

<ul>
<li>I focus on <strong>custom line of business applications</strong> 
with Dart (mobile, browser, server)</li>
</ul></li>
</ul></li>
<li><p>I have also a lot of experience with other technologies</p>

<ul>
<li>Angular</li>
<li>TypeScript</li>
<li>CSS</li>
<li>.NET/C# , Java, Dynamics AX ERP</li>
<li>databases</li>
<li>OSX, Linux, Windows</li>
<li>...</li>
</ul></li>
</ul>
","71180","20093","522","879403","1"
"40659576","1","","","2016-11-17 16:03:02","","1","109","738451","","","","","2016-11-18 06:13:53","Binding multiple value sets to a single extension element","<dstu2-fhir><hl7-fhir><hapi-fhir>","1","0","1","","","738451","932","2011-05-04 16:44:36","Andy","2019-10-10 15:42:16","","","","166","23","1","747418","1"
"49068038","1","","","2018-03-02 11:16:49","","3","110","1497597","","7835745","","2018-03-02 11:21:13","2018-03-02 11:21:13","Why deleteData of google fit history api not working?","<android><google-fit><google-fit-sdk>","0","0","","","","1497597","1013","2012-07-03 03:12:37","D T","2019-10-11 05:56:38","","","","488","258","33","1621057","0"
"19911724","1","","","2013-11-11 16:55:11","","1","1058","2979961","","","","","2013-11-11 17:18:43","DICOM HTML5 vs JAVA viewer","<java><html5><comparison><benchmarking><dicom>","1","0","","","","2979961","23","2013-11-11 16:48:22","user2979961","2017-02-24 21:47:53","","","","9","0","0","3569161","1"
"40372526","1","","","2016-11-02 04:31:36","","3","305","6848035","","6848035","","2016-11-03 03:48:59","2016-11-03 07:23:11","applying sign to dicom image for 16 bit","<c++><type-conversion><dicom><sign><bit-representation>","1","5","","","","6848035","26","2016-09-19 08:56:12","user6848035","2017-02-23 11:54:55","","India","<p>trying to be a software engineer</p>
","5","0","0","9217338","1"
"29969955","1","29994007","","2015-04-30 14:06:12","","0","134","121733","","121733","","2015-04-30 19:25:51","2015-05-01 19:44:28","FHIR Profile/StructDef: How are children (sub-elements) of a named slice tied to the slice?","<hl7-fhir>","1","0","","","","121733","116","2009-06-12 02:16:18","Chris Grenz","2018-07-16 15:09:42","http://chrisgrenz.com","","","56","11","0","41844","1"
"32251639","1","32271822","","2015-08-27 14:08:31","","0","279","4861676","","1226963","","2015-08-27 14:14:27","2015-08-28 13:07:35","Apple watch HealthKit - unrecognized selector HKHealthStore startWorkoutSession:completion:","<ios><objective-c><watchkit><unrecognized-selector><health-kit>","1","0","","","","4861676","64","2015-05-04 09:32:30","Arsene Huot","2019-01-18 23:23:24","","","","33","1","0","6251863","0"
"9806368","1","9828502","","2012-03-21 14:13:54","","10","14636","1283550","","1714410","","2014-05-08 05:31:20","2014-05-08 05:31:20","how to display dicom image in matlab?","<matlab><image-processing><dicom>","4","0","3","","","1283550","76","2012-03-21 13:50:41","user-x","2012-07-15 03:13:55","","","","53","4","0","1342057","4"
"12280311","1","","","2012-09-05 11:20:44","","1","631","943933","","","","","2018-05-11 17:30:34","How to differentiate CDA from XML file?","<ruby><mime-types><content-type><hl7><cda>","2","0","","","","943933","5579","2011-04-12 05:55:02","Soundar Rathinasamy","2019-10-11 13:24:06","http://soundarapandian.com","Chennai, India","<p>I code in <strong>Ruby</strong></p>

<p>I build apps using <strong>Ruby on Rails</strong></p>

<p>I test code by <strong>RSpec</strong></p>

<p>I love <strong>Rest APIs</strong></p>

<p>I design UI using <strong>Bootstrap</strong></p>

<p>I build SPA apps using <strong>Angularjs</strong></p>

<p>I track code by <strong>Git</strong></p>

<p>I deploy to <strong>Heroku</strong></p>

<p>I discussing in <strong>Slack</strong></p>

<p>I mange by <strong>JIRA</strong></p>

<p><strong>I love coding</strong></p>
","529","473","0","361072","2"
"30567778","1","","","2015-06-01 07:20:01","","3","395","1833272","","","","","2015-06-01 07:20:01","How to get users location bounding box from google fit api","<android><android-location><google-fit><google-fit-sdk>","0","0","2","","","1833272","2058","2012-11-18 09:28:51","ilan","2019-10-12 20:28:18","","Jerusalem, Israel","","248","506","6","2055365","0"
"4903927","1","5026294","","2011-02-04 23:27:53","","0","693","456832","","-1","","2017-05-23 12:29:01","2011-02-17 07:57:46","ClearCanvas DICOM Library - How to use Overlay Planes?","<overlay><dicom><clearcanvas>","2","0","","","","456832","1978","2010-09-24 02:03:57","zezba9000","2019-10-11 00:45:13","http://reign-studios.com/","","<p>I like 3D and or game programming while using the C# syntax.</p>

<p>I'm currently making a cross platform API for Apps and Game written in C#.
<a href=""https://github.com/reignstudios/ReignSDK"" rel=""nofollow"">https://github.com/reignstudios/ReignSDK</a></p>
","401","228","1","207136","1"
"40550229","1","","","2016-11-11 14:35:47","","5","558","1049033","","","","","2018-01-05 21:35:04","Representation of clinical notes in FHIR","<hl7-fhir>","3","1","2","","","1049033","128","2011-11-16 06:03:01","Gaurav Daga","2019-08-23 18:37:06","http://gauravwrites.blogspot.com","Austin, TX, USA","","34","24","0","1043577","3"
"30474897","1","30538498","","2015-05-27 06:37:09","","4","633","553845","","4850040","","2015-10-01 09:12:00","2015-10-01 09:12:00","Is there any limit for the data that can be inserted into a private DICOM Tag?","<c++><dicom><dcm4che>","2","1","1","","","553845","52","2010-12-25 14:37:36","Kiran Joshy","2019-09-10 09:29:05","","Bengaluru, India","","18","30","0","266325","2"
"30076859","1","","","2015-05-06 12:33:11","","1","1039","4723522","","","","","2016-06-30 19:58:10","How to get series Description from Findscu in dcmtk","<dicom><dcmtk>","1","3","","","","4723522","324","2015-03-28 09:36:05","Karthick Rajan","2018-09-12 06:28:41","","Mumbai, India","","78","98","23","6014036","1"
"49614618","1","49659671","","2018-04-02 16:05:23","","0","810","4625622","","4625622","","2018-04-04 15:21:16","2018-04-04 20:15:06","How to query for HealthKit (HKWorkout) updates when app is in background?","<ios><swift><background-process><appdelegate><health-kit>","1","0","1","","","4625622","1603","2015-03-03 00:08:17","GarySabo","2019-10-09 15:33:42","https://itunes.apple.com/us/developer/myndarc-llc/id979588062","Pittsburgh, PA, USA","<p>Twilight Zone's #1 fan, don't believe me? See <a href=""https://itunes.apple.com/us/app/flylight-zone/id1137105439?mt=8"" rel=""nofollow"">https://itunes.apple.com/us/app/flylight-zone/id1137105439?mt=8</a></p>

<p>I'm also an athlete, musician, and attorney.</p>
","404","540","5","5874247","0"
"31110202","1","","","2015-06-29 07:37:23","","6","1727","1921002","","","","","2016-03-13 13:01:13","Tell if a Health Kit sample came from an Apple Watch?","<ios><apple-watch><health-kit>","2","2","3","","","1921002","345","2012-12-21 08:15:36","TealShift","2019-10-12 19:52:14","","","","31","41","1","1369973","2"
"49390324","1","49392984","","2018-03-20 17:11:09","","1","437","216743","","","","","2018-03-20 19:49:57","Running example command for dcmqrscp in dcm4che, what file is not found?","<java><dicom><dcm4che>","1","2","","","","216743","1923","2009-11-23 03:59:24","Brian T Hannan","2019-10-01 16:56:48","","Florida","","479","204","31","75580","1"
"29875088","1","29887868","","2015-04-26 07:49:04","","0","632","4723522","","","","","2015-04-30 16:16:32","using single AE title to more than one Ipaddress","<dicom><dcmtk>","2","0","1","","","4723522","324","2015-03-28 09:36:05","Karthick Rajan","2018-09-12 06:28:41","","Mumbai, India","","78","98","23","6014036","2"
"19848912","1","","","2013-11-07 23:35:35","","2","1051","506366","","","","","2013-12-06 16:16:17","BizTalk Party not being resolved for incoming HL7v2 message","<biztalk><btahl7>","2","3","","","","506366","1063","2010-11-12 23:39:11","Bensonius","2019-10-10 16:06:34","http://www.bensoniam.com/","Canada","<p>Forever noob.</p>
","106","486","4","237870","1"
"4809667","1","4832646","","2011-01-26 20:27:10","","2","2210","456832","","456832","","2011-01-28 17:40:12","2011-01-31 20:53:28","Clearcanvas Connection string for ImageServer ""EndpointAddress""","<image><dicom><clearcanvas>","2","2","1","","","456832","1978","2010-09-24 02:03:57","zezba9000","2019-10-11 00:45:13","http://reign-studios.com/","","<p>I like 3D and or game programming while using the C# syntax.</p>

<p>I'm currently making a cross platform API for Apps and Game written in C#.
<a href=""https://github.com/reignstudios/ReignSDK"" rel=""nofollow"">https://github.com/reignstudios/ReignSDK</a></p>
","401","228","1","207136","1"
"5278743","1","5362605","","2011-03-11 21:47:58","","2","3607","554913","","19679","","2011-03-11 22:45:46","2019-09-11 11:39:47","How do I extract pixel data from DICOM files on iOS?","<iphone><ios><dicom>","3","3","5","","","554913","30","2010-12-27 11:43:56","rick","2013-12-04 21:11:36","","","","50","0","0","267009","3"
"48757720","1","","","2018-02-13 00:24:22","","0","173","9281107","","9281107","","2018-02-13 19:02:49","2018-02-22 10:32:46","Dice_loss for validation set","<niftynet>","1","0","0","","","9281107","16","2018-01-28 22:41:41","Kai Wang","2019-09-23 18:47:30","","","","31","0","0","12829380","1"
"11691439","1","","","2012-07-27 15:56:11","","0","400","9266","","9266","","2012-08-31 04:33:20","2016-01-03 21:41:11","Can BizTalk HL7 Accelerator produce HL7 v2XML compliant messages","<biztalk><biztalk-2010><hl7><btahl7>","1","0","","","","9266","24665","2008-09-15 18:14:08","Jeremy","2019-10-10 21:59:47","http://nowebsite","Kelowna, Canada","Software Developer","2530","537","30","5669","1"
"9786251","1","","","2012-03-20 11:54:16","","2","4475","1280785","","13302","","2012-03-20 12:31:06","2012-08-29 17:46:07","Using HL7 message to insert data in my SQL Server","<sql-server><hl7><mirth>","2","0","3","","","1280785","21","2012-03-20 11:45:35","Rasher","2012-12-19 11:17:13","","India","","16","0","0","1338620","2"
"11868995","1","11995079","","2012-08-08 16:29:34","","0","736","9266","","205233","","2012-08-15 15:19:55","2012-08-29 17:32:06","Storing unparsed HL7 2.x messages into a sql database","<biztalk><biztalk-2010><btahl7>","2","0","","","","9266","24665","2008-09-15 18:14:08","Jeremy","2019-10-10 21:59:47","http://nowebsite","Kelowna, Canada","Software Developer","2530","537","30","5669","2"
"4548333","1","5250649","","2010-12-28 18:22:19","","2","4769","360675","","1078068","","2015-08-20 14:29:52","2015-08-20 14:29:52","Mirth Changing Default ACK Field Value","<hl7><mirth>","2","0","2","","","360675","314","2010-06-07 17:39:03","Khirok","2019-05-30 19:15:56","","","","318","509","0","148707","2"
"29854990","1","29874033","","2015-04-24 18:32:33","","3","1385","19626","","814730","","2017-07-07 23:14:17","2017-07-07 23:14:17","Better way to run multiple HealthKit sample queries?","<ios><health-kit><hksamplequery>","3","0","","","","19626","1276","2008-09-20 14:05:21","Mattio","2019-10-11 13:42:42","http://www.google.com/","United States","<p>You can't seriously be interested. ;-)</p>
","105","426","1","10395","3"
"31183884","1","31196193","","2015-07-02 11:50:28","","2","318","1099820","","","","","2015-07-02 23:25:01","HAPI FHIR Json encoder not handling contained resources","<hl7-fhir>","1","0","0","","","1099820","1088","2011-12-15 12:17:17","Brian Reinhold","2019-10-11 16:44:54","","Candia, NH USA","<p>Domain expert in Continua and remote patient monitoring standards.</p>
","372","79","1","1109016","0"
"41616446","1","41680397","","2017-01-12 15:04:40","","2","720","738451","","","","","2017-01-16 16:03:45","Iterating over a paged fhir response","<dstu2-fhir><hl7-fhir><hapi-fhir>","2","0","","","","738451","932","2011-05-04 16:44:36","Andy","2019-10-10 15:42:16","","","","166","23","1","747418","1"
"49029004","1","49042294","","2018-02-28 11:55:25","","1","195","1497597","","1497597","","2018-03-01 03:44:06","2018-05-07 10:58:45","Why [onDataPoint] of google fit not call?","<android><google-fit>","1","2","","","","1497597","1013","2012-07-03 03:12:37","D T","2019-10-11 05:56:38","","","","488","258","33","1621057","1"
"58331728","1","","","2019-10-10 22:06:41","","0","28","9266","","","","","2019-10-11 15:00:36","Finding a resource in a bundle by reference using FHIR nuget package","<c#><.net><hl7-fhir><fhir-net-api>","1","0","","","","9266","24665","2008-09-15 18:14:08","Jeremy","2019-10-10 21:59:47","http://nowebsite","Kelowna, Canada","Software Developer","2530","537","30","5669","1"
"49785840","1","49800644","","2018-04-11 23:32:10","","0","380","4625622","","","","","2018-04-12 15:36:54","Querying for heartRateVariabilitySDNN in HealthKit?","<ios><swift><health-kit><hkhealthstore><heartrate>","1","0","1","","","4625622","1603","2015-03-03 00:08:17","GarySabo","2019-10-09 15:33:42","https://itunes.apple.com/us/developer/myndarc-llc/id979588062","Pittsburgh, PA, USA","<p>Twilight Zone's #1 fan, don't believe me? See <a href=""https://itunes.apple.com/us/app/flylight-zone/id1137105439?mt=8"" rel=""nofollow"">https://itunes.apple.com/us/app/flylight-zone/id1137105439?mt=8</a></p>

<p>I'm also an athlete, musician, and attorney.</p>
","404","540","5","5874247","1"
"947078","1","","","2009-06-03 20:35:41","","2","4285","23199","","","","","2012-02-15 17:34:50","Mirth: Inbound Message Template that is NOT the same as the channel source type","<hl7><mirth>","2","0","1","","","23199","70927","2008-09-28 15:10:39","p.campbell","2019-10-10 22:40:12","","Kelowna, Canada","<p>Developer in the Microsoft .NET &amp; SQL Server stack. I am focused on delivering great applications in small iterations. </p>

<p>I've developed solutions in marketing, healthcare, manufacturing, and transportation verticals.</p>

<p>My open source projects on <a href=""https://github.com/philoushka"" rel=""nofollow noreferrer"">GitHub</a>.</p>

<p>Continuously learning.</p>
","8848","7671","681","11910","1"
"795462","1","928317","","2009-04-27 22:00:49","","4","6110","23199","","","","","2011-01-11 22:12:34","How to load static data in Mirth, avoid many roundtrips to a database","<shortcuts><hl7><mirth>","2","0","2","","","23199","70927","2008-09-28 15:10:39","p.campbell","2019-10-10 22:40:12","","Kelowna, Canada","<p>Developer in the Microsoft .NET &amp; SQL Server stack. I am focused on delivering great applications in small iterations. </p>

<p>I've developed solutions in marketing, healthcare, manufacturing, and transportation verticals.</p>

<p>My open source projects on <a href=""https://github.com/philoushka"" rel=""nofollow noreferrer"">GitHub</a>.</p>

<p>Continuously learning.</p>
","8848","7671","681","11910","2"
"48713739","1","","","2018-02-09 20:38:35","","2","338","4625622","","4625622","","2018-02-09 23:43:01","2018-02-09 23:43:01","HealthKit Error ""Protected health data is inaccessible""?","<ios><swift><health-kit>","0","3","0","","","4625622","1603","2015-03-03 00:08:17","GarySabo","2019-10-09 15:33:42","https://itunes.apple.com/us/developer/myndarc-llc/id979588062","Pittsburgh, PA, USA","<p>Twilight Zone's #1 fan, don't believe me? See <a href=""https://itunes.apple.com/us/app/flylight-zone/id1137105439?mt=8"" rel=""nofollow"">https://itunes.apple.com/us/app/flylight-zone/id1137105439?mt=8</a></p>

<p>I'm also an athlete, musician, and attorney.</p>
","404","540","5","5874247","0"
"31145747","1","","","2015-06-30 18:28:42","","0","570","4013612","","","","","2017-06-29 18:39:15","iOS ResearchKit swift documentation","<ios><swift><documentation><researchkit>","3","0","","2017-12-31 22:33:02","","4013612","1123","2014-09-06 02:01:11","haitham","2019-10-10 17:48:41","https://www.haithammaya.com","Ann Arbor, MI","","101","555","2","4991561","3"
"42908745","1","","","2017-03-20 16:19:02","","1","548","6730448","","","","","2017-03-20 16:37:06","Transform Physical Point To Index using ITK","<c++><dicom><itk>","1","1","","","","6730448","2384","2016-08-18 10:57:57","Rick M.","2019-10-10 14:14:26","","Innsbruck, Austria","<p>One fine day, at the middle of the night,</p>

<p>Two dead men woke up to fight,</p>

<p>Against their backs, they faced each other,</p>

<p>Drew their swords and shot each other!</p>
","482","253","50","9033639","1"
"38855829","1","38867915","","2016-08-09 16:17:10","","1","458","3361121","","","","","2016-08-10 08:23:11","FHIR New Patient Appointment booking (no patient yet created in system)","<dstu2-fhir><hapi-fhir><hl7-fhir><hapi-fhir-android-library>","2","0","","","","3361121","742","2014-02-27 15:17:18","comeOnGetIt","2019-10-11 14:41:54","","Boston, MA","<p><a href=""http://stackoverflow.com/questions/4018849/facebook-api-get-fans-of-people-who-like-a-page"">Facebook API: Get fans of / people who like a page</a></p>
","150","137","6","4093763","2"
"47843002","1","","","2017-12-16 05:59:24","","0","227","4625622","","4625622","","2017-12-19 01:50:22","2017-12-19 01:50:22","Querying for vo2Max in HealthKit?","<ios><swift><health-kit><wwdc>","0","14","","","","4625622","1603","2015-03-03 00:08:17","GarySabo","2019-10-09 15:33:42","https://itunes.apple.com/us/developer/myndarc-llc/id979588062","Pittsburgh, PA, USA","<p>Twilight Zone's #1 fan, don't believe me? See <a href=""https://itunes.apple.com/us/app/flylight-zone/id1137105439?mt=8"" rel=""nofollow"">https://itunes.apple.com/us/app/flylight-zone/id1137105439?mt=8</a></p>

<p>I'm also an athlete, musician, and attorney.</p>
","404","540","5","5874247","0"
"29173386","1","29174814","","2015-03-20 18:25:02","","1","830","2972323","","","","","2015-04-21 15:52:32","How i can extract information from DICOM file ?","<c++><c><file><dicom>","2","3","","","","2972323","11","2013-11-09 16:13:19","Marouane","2015-10-29 11:19:53","","","","11","0","0","3559515","2"
"42220918","1","42221883","","2017-02-14 08:13:01","","4","267","1524712","","","","","2017-02-14 11:48:45","Storage Commitment Service: why I really need a what is the real purpose?","<standards><dicom><imaging><medical>","2","1","1","","","1524712","1606","2012-07-13 21:48:42","Ghini Antonio","2019-10-11 14:02:58","","Galeata, Province of Forlì-Cesena, Italy","","219","184","28","1654884","2"
"48717614","1","48750918","","2018-02-10 05:35:36","","0","318","4625622","","4625622","","2018-02-12 13:57:14","2018-02-12 16:19:37","HKSampleQuery will only return values from past 7 days?","<ios><swift><apple-watch><health-kit><watch-os-4>","1","2","","","","4625622","1603","2015-03-03 00:08:17","GarySabo","2019-10-09 15:33:42","https://itunes.apple.com/us/developer/myndarc-llc/id979588062","Pittsburgh, PA, USA","<p>Twilight Zone's #1 fan, don't believe me? See <a href=""https://itunes.apple.com/us/app/flylight-zone/id1137105439?mt=8"" rel=""nofollow"">https://itunes.apple.com/us/app/flylight-zone/id1137105439?mt=8</a></p>

<p>I'm also an athlete, musician, and attorney.</p>
","404","540","5","5874247","1"
"40363249","1","40400965","","2016-11-01 15:29:03","","4","606","738451","","","","","2016-11-03 12:01:41","HAPI failing to return Basic resource after successful upload","<dstu2-fhir><hl7-fhir><hapi-fhir>","2","0","1","","","738451","932","2011-05-04 16:44:36","Andy","2019-10-10 15:42:16","","","","166","23","1","747418","2"
